silhouette,rand_index,rand_index_adjusted,mutual_info,mutual_info_normalized,dim_reduc,n_dims,knn_implementation,n_trial,tol,log_likelihood
0.35812366,0.9492957746478873,0.7270595126362897,1.8180688299117804,0.79991818909483,tsne,3,own,2,1.0,-60935.83460518332
0.3639668,0.9541342170671085,0.7459649121137483,1.8409995424529177,0.8037685477044636,tsne,3,own,0,0.5,-60930.94575206518
0.36450136,0.9531621099143883,0.7415721099328407,1.835995235129786,0.8023568621550373,tsne,3,own,1,0.5,-60931.60309974268
0.36386716,0.9587517260425297,0.7700013453158666,1.8766695965781575,0.8180478996393515,tsne,3,own,2,0.5,-60931.2673475364
0.36201772,0.951637669152168,0.7348756144934911,1.8280061635517113,0.8002007120062947,tsne,3,own,0,0.1,-60931.39906437122
0.36266392,0.9589837061585198,0.7708068937276257,1.8748286377624659,0.8167993407489464,tsne,3,own,1,0.1,-60931.23240107356
0.362629,0.9521237227285281,0.7369511556985535,1.8305745551406665,0.8008542303380416,tsne,3,own,2,0.1,-60931.12319819594
0.3633372,0.9552609776304888,0.7513496275707243,1.8468085109380337,0.8056181905185085,tsne,3,own,0,0.05,-60930.44066098087
0.36266392,0.9589837061585198,0.7708068937276257,1.8748286377624659,0.8167993407489464,tsne,3,own,1,0.05,-60931.145831548114
0.36390406,0.9562441314553991,0.7566095978193462,1.8540173857930449,0.808626278565104,tsne,3,own,2,0.05,-60930.410868485385
0.3633372,0.9552609776304888,0.7513496275707243,1.8468085109380337,0.8056181905185085,tsne,3,own,0,0.01,-60930.34778864957
0.36359128,0.9546865506766087,0.7485789514588156,1.8438441156106025,0.8046566590472047,tsne,3,own,1,0.01,-60930.395345041565
0.3639668,0.9541342170671085,0.7459649121137483,1.8409995424529177,0.8037685477044636,tsne,3,own,2,0.01,-60930.60702015498
0.3639668,0.9541342170671085,0.7459649121137483,1.8409995424529177,0.8037685477044636,tsne,3,own,0,0.005,-60930.614709400994
0.3639668,0.9541342170671085,0.7459649121137483,1.8409995424529177,0.8037685477044636,tsne,3,own,1,0.005,-60930.616981714265
0.3639668,0.9541342170671085,0.7459649121137483,1.8409995424529177,0.8037685477044636,tsne,3,own,2,0.005,-60930.61534235381
0.36359128,0.9546865506766087,0.7485789514588156,1.8438441156106025,0.8046566590472047,tsne,3,own,0,0.001,-60930.34918741
0.36359128,0.9546865506766087,0.7485789514588156,1.8438441156106025,0.8046566590472047,tsne,3,own,1,0.001,-60930.34902348525
0.3633372,0.9552609776304888,0.7513496275707243,1.8468085109380337,0.8056181905185085,tsne,3,own,2,0.001,-60930.33965315917
0.3633372,0.9552609776304888,0.7513496275707243,1.8468085109380337,0.8056181905185085,tsne,3,own,0,0.0005,-60930.33151488392
0.3633372,0.9552609776304888,0.7513496275707243,1.8468085109380337,0.8056181905185085,tsne,3,own,1,0.0005,-60930.33119749661
0.3633372,0.9552609776304888,0.7513496275707243,1.8468085109380337,0.8056181905185085,tsne,3,own,2,0.0005,-60930.33148659571
0.36359128,0.9546865506766087,0.7485789514588156,1.8438441156106025,0.8046566590472047,tsne,3,own,0,0.0001,-60930.36781871201
0.3633372,0.9552609776304888,0.7513496275707243,1.8468085109380337,0.8056181905185085,tsne,3,own,1,0.0001,-60930.32314398731
0.3639668,0.9541342170671085,0.7459649121137483,1.8409995424529177,0.8037685477044636,tsne,3,own,2,0.0001,-60930.50488463983
0.35280433,0.9446672190002762,0.7077458138324868,1.8129650058066444,0.7998173532824684,tsne,3,sklearn,0,1.0,-60987.16451484003
0.336666,0.948246340789837,0.7220879012716275,1.780124128027559,0.787153260930789,tsne,3,sklearn,1,1.0,-61043.34665751014
0.34901386,0.9474399337199668,0.7164732296859534,1.809578205481005,0.7958402915483215,tsne,3,sklearn,2,1.0,-61046.020356208704
0.35062447,0.9464125932062966,0.7198029787903213,1.8118380543550767,0.8035804196173792,tsne,3,sklearn,0,0.5,-60961.541759922686
0.34755695,0.9448218724109362,0.7094619923926578,1.810365894950124,0.7999364350763299,tsne,3,sklearn,1,0.5,-60981.78056603494
0.35349944,0.9445015189174262,0.7069668300216226,1.814937395089579,0.8008147132169642,tsne,3,sklearn,2,0.5,-60978.44847650782
0.35389087,0.9461474730737366,0.7180239586866298,1.8118013835610338,0.8029325375094645,tsne,3,sklearn,0,0.1,-60976.83915002369
0.3528015,0.9443137254901961,0.7070329282852216,1.8082664577309582,0.7988972866941695,tsne,3,sklearn,1,0.1,-60967.41620262864
0.3528015,0.9443137254901961,0.7070329282852216,1.8082664577309582,0.7988972866941695,tsne,3,sklearn,2,0.1,-60967.265493161816
0.35335755,0.9448218724109362,0.7094619923926578,1.8103658949501238,0.7999364350763298,tsne,3,sklearn,0,0.05,-60966.65032540329
0.33418563,0.9434741784037559,0.7007708367975832,1.77768539391302,0.7873800932394905,tsne,3,sklearn,1,0.05,-61111.1577756012
0.3528015,0.9443137254901961,0.7070329282852216,1.8082664577309582,0.7988972866941695,tsne,3,sklearn,2,0.05,-60966.94619726886
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,0,0.01,-60966.659569838215
0.36266392,0.9589837061585198,0.7708068937276257,1.874828637762466,0.8167993407489466,tsne,3,sklearn,1,0.01,-60930.866534168716
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,2,0.01,-60966.6616336077
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,0,0.005,-60966.62446884014
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,1,0.005,-60966.62442562563
0.34983194,0.9464125932062966,0.7198029787903213,1.8118380543550767,0.8035804196173792,tsne,3,sklearn,2,0.005,-60961.2862071071
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,0,0.001,-60966.595371878706
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,1,0.001,-60966.59472336041
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,2,0.001,-60966.59469750417
0.33853647,0.9388566694283347,0.6749521268417279,1.7553161310625387,0.7747801648826126,tsne,3,sklearn,0,0.0005,-61125.12582802455
0.33816463,0.9378735156034245,0.6699903539225994,1.7481072562075275,0.7717301279092899,tsne,3,sklearn,1,0.0005,-61125.115113857115
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,2,0.0005,-60966.59146271426
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,0,0.0001,-60966.58882338587
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,1,0.0001,-60966.588795954536
0.35302144,0.9444020988677161,0.7077436193756482,1.8078742752520527,0.799058503613054,tsne,3,sklearn,2,0.0001,-60966.58881147865
0.71887344,0.9618227009113505,0.7871249730614984,1.927037625703496,0.840005267274586,umap,2,own,0,1.0,-17269.647376233894
0.71866345,0.96003314001657,0.7780694806860494,1.9173294751983954,0.8366756744143609,umap,2,own,1,1.0,-17272.77302269602
0.7157937,0.9628831814415907,0.7914895800707878,1.9253337696273354,0.8376881626164917,umap,2,own,2,1.0,-17242.123885280314
0.71591944,0.9582546257939796,0.7695684409098011,1.9110705553535732,0.835223322331651,umap,2,own,0,0.5,-17273.81832671009
0.7141794,0.9635238884286109,0.7950479724185391,1.9294116077320673,0.8394210269439589,umap,2,own,1,0.5,-17238.690760705245
0.7141794,0.9635238884286109,0.7950479724185391,1.9294116077320673,0.8394210269439589,umap,2,own,2,0.5,-17238.70206515832
0.70672506,0.9648494890914112,0.8027717888400268,1.940849143851436,0.8446890492389039,umap,2,own,0,0.1,-17235.21807196651
0.7076502,0.964186688760011,0.7989526718522376,1.9350448792072483,0.842058780234248,umap,2,own,1,0.1,-17235.275003435298
0.7076502,0.964186688760011,0.7989526718522376,1.9350448792072483,0.842058780234248,umap,2,own,2,0.1,-17235.29319512382
0.70424515,0.964186688760011,0.7994724626615113,1.9397413451336836,0.8446479912164154,umap,2,own,0,0.05,-17234.39954605617
0.70424515,0.964186688760011,0.7994724626615113,1.9397413451336836,0.8446479912164154,umap,2,own,1,0.05,-17234.380927324884
0.70424515,0.964186688760011,0.7994724626615113,1.9397413451336836,0.8446479912164154,umap,2,own,2,0.05,-17234.404828080827
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,0,0.01,-17233.84785435514
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,1,0.01,-17233.841008078984
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,2,0.01,-17233.84313581795
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,0,0.005,-17233.796048123084
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,1,0.005,-17233.79619385169
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,2,0.005,-17233.795833231896
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,0,0.001,-17233.76217985265
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,1,0.001,-17233.762162589752
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,2,0.001,-17233.76283841207
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,0,0.0005,-17233.758553568987
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,1,0.0005,-17233.758566761702
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,2,0.0005,-17233.75839150034
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,0,0.0001,-17233.75543881928
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,1,0.0001,-17233.755461461922
0.7026138,0.9635459817729909,0.796067496349326,1.9360458779856244,0.8432287723336914,umap,2,own,2,0.0001,-17233.75549538878
0.7503013,0.9484120408726872,0.7273844017435641,1.8762503774329249,0.8279319134861074,umap,2,sklearn,0,1.0,-17365.881352518456
0.7504932,0.9484120408726872,0.7273844017435641,1.8762503774329249,0.8279319134861074,umap,2,sklearn,1,1.0,-17366.03792245072
0.7503013,0.9484120408726872,0.7273844017435641,1.8762503774329249,0.8279319134861074,umap,2,sklearn,2,1.0,-17366.003366793062
0.75089294,0.948323667495167,0.7268404870349365,1.8760902145215566,0.8277462121019178,umap,2,sklearn,0,0.5,-17356.017646485878
0.7461323,0.948191107428887,0.7260883514191956,1.8756110451476677,0.8274584067129227,umap,2,sklearn,1,0.5,-17355.666013996797
0.75089294,0.948323667495167,0.7268404870349365,1.8760902145215566,0.8277462121019178,umap,2,sklearn,2,0.5,-17356.922922524587
0.7418215,0.9496050814692074,0.7361405346387662,1.8722847041727686,0.830303691084262,umap,2,sklearn,0,0.1,-17332.41861365685
0.7418215,0.9496050814692074,0.7361405346387662,1.8722847041727686,0.830303691084262,umap,2,sklearn,1,0.1,-17332.385217541905
0.7418215,0.9496050814692074,0.7361405346387662,1.8722847041727686,0.830303691084262,umap,2,sklearn,2,0.1,-17332.420761589317
0.7418215,0.9496050814692074,0.7361405346387662,1.8722847041727686,0.830303691084262,umap,2,sklearn,0,0.05,-17332.05785250022
0.7418215,0.9496050814692074,0.7361405346387662,1.8722847041727686,0.830303691084262,umap,2,sklearn,1,0.05,-17332.08657403224
0.7418215,0.9496050814692074,0.7361405346387662,1.8722847041727686,0.830303691084262,umap,2,sklearn,2,0.05,-17332.074771284933
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,0,0.01,-17331.847583791216
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,1,0.01,-17331.8549227512
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,2,0.01,-17331.855779593207
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,0,0.005,-17331.827467857227
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,1,0.005,-17331.82594263129
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,2,0.005,-17331.825958663656
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,0,0.001,-17331.8054825895
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,1,0.001,-17331.805718480264
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,2,0.001,-17331.805643963544
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,0,0.0005,-17331.803050329356
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,1,0.0005,-17331.803266009556
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,2,0.0005,-17331.80288266514
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,0,0.0001,-17331.801081672107
0.7391873,0.9498702016017675,0.7378942387689081,1.8720889600728008,0.830913266249504,umap,2,sklearn,1,0.0001,-17331.801060996186
0.7463316,0.9515272024302679,0.7486583996673691,1.8711844180709403,0.8354157744028493,umap,2,sklearn,2,0.0001,-17289.008647382
0.7336771,0.9544103838718586,0.7477550286385629,1.8702118284366827,0.816643758825483,umap,3,own,0,1.0,-15218.2896565548
0.73465824,0.9590720795360398,0.7722049370263451,1.8976416855645009,0.8273836580030539,umap,3,own,1,1.0,-15214.935792015127
0.73341405,0.9549295774647887,0.7503210264461587,1.8729782797465233,0.8175945368261113,umap,3,own,2,1.0,-15218.066206639713
0.7325281,0.9554708644020988,0.7530402120401289,1.8758811192605567,0.818625978582388,umap,3,own,0,0.5,-15216.669441257833
0.7355169,0.952035349351008,0.7375922097464226,1.8591237078325662,0.814235067961213,umap,3,own,1,0.5,-15219.465813638637
0.7355169,0.952035349351008,0.7375922097464226,1.8591237078325662,0.814235067961213,umap,3,own,2,0.5,-15219.783925995514
0.7360099,0.9533278099972383,0.7432787547188013,1.8661400807297392,0.8161171287828324,umap,3,own,0,0.1,-15217.753308807747
0.73670936,0.9524440762220381,0.7393344395223201,1.8613668353244475,0.8147962986908485,umap,3,own,1,0.1,-15218.204068792971
0.73502815,0.9542999171499585,0.7478376029155555,1.8713282803345033,0.8177123767771252,umap,3,own,2,0.1,-15217.549967145518
0.7345169,0.9548191107428887,0.7503476649514957,1.8740936179792527,0.8186184120570719,umap,3,own,0,0.05,-15216.46935565108
0.7345169,0.9548191107428887,0.7503476649514957,1.8740936179792527,0.8186184120570719,umap,3,own,1,0.05,-15217.042454767849
0.722568,0.9571057718862193,0.7609537677714238,1.8799971644499638,0.8194600900805871,umap,3,own,2,0.05,-15191.000136461818
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,0,0.01,-15190.756269425363
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,1,0.01,-15190.758826742003
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,2,0.01,-15190.757505671361
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,0,0.005,-15190.73070402363
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,1,0.005,-15190.733841650803
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,2,0.005,-15190.73358572161
0.6961926,0.9505771886219276,0.7240378838074921,1.8378916631939317,0.8007540875517987,umap,3,own,0,0.001,-15291.97157321019
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,1,0.001,-15190.71010123707
0.7243001,0.9571499585749793,0.7609397549506111,1.8795666964364086,0.819054282534505,umap,3,own,2,0.001,-15193.628611737888
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,0,0.0005,-15190.707581181212
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,1,0.0005,-15190.707500825405
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,2,0.0005,-15190.707186123942
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,0,0.0001,-15190.705301759725
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,1,0.0001,-15190.705250675755
0.72115016,0.9581883457608396,0.7673322809919868,1.88868716258492,0.8235485311812447,umap,3,own,2,0.0001,-15190.705206699993
0.73341405,0.9549295774647887,0.7503210264461587,1.8729782797465233,0.8175945368261113,umap,3,sklearn,0,1.0,-15218.221425663089
0.7355169,0.952035349351008,0.7375922097464226,1.8591237078325658,0.8142350679612128,umap,3,sklearn,1,1.0,-15220.06351451045
0.7355169,0.952035349351008,0.7375922097464226,1.8591237078325658,0.8142350679612128,umap,3,sklearn,2,1.0,-15220.517428904137
0.7316491,0.9578348522507595,0.7651795603620742,1.8825531725654534,0.8207138031711289,umap,3,sklearn,0,0.5,-15214.79880388691
0.72962487,0.955846451256559,0.755316025923257,1.8732164526916337,0.8176478821638287,umap,3,sklearn,1,0.5,-15217.021124676554
0.7336771,0.9544103838718586,0.7477550286385629,1.8702118284366824,0.816643758825483,umap,3,sklearn,2,0.5,-15217.881109360174
0.7344892,0.9572272852803093,0.7621136043451919,1.8855325324052363,0.8222559079334744,umap,3,sklearn,0,0.1,-15215.971586661117
0.73502815,0.9542999171499585,0.7478376029155555,1.8713282803345035,0.8177123767771253,umap,3,sklearn,1,0.1,-15217.359078605929
0.7325281,0.9554708644020988,0.7530402120401289,1.8758811192605567,0.818625978582388,umap,3,sklearn,2,0.1,-15216.429962633993
0.7210717,0.9576360121513394,0.7640722069658251,1.8840700083065443,0.8213750795950824,umap,3,sklearn,0,0.05,-15190.9569853997
0.73502815,0.9542999171499585,0.7478376029155555,1.8713282803345035,0.8177123767771253,umap,3,sklearn,1,0.05,-15217.461900720293
0.7345169,0.9548191107428887,0.7503476649514957,1.8740936179792527,0.8186184120570719,umap,3,sklearn,2,0.05,-15216.62991561073
0.72115016,0.9581883457608396,0.7673322809919868,1.8886871625849198,0.8235485311812446,umap,3,sklearn,0,0.01,-15190.755714176334
0.72115016,0.9581883457608396,0.7673322809919868,1.8886871625849198,0.8235485311812446,umap,3,sklearn,1,0.01,-15190.758993241716
0.72115016,0.9581883457608396,0.7673322809919868,1.8886871625849198,0.8235485311812446,umap,3,sklearn,2,0.01,-15190.760908389753
0.72115016,0.9581883457608396,0.7673322809919868,1.8886871625849198,0.8235485311812446,umap,3,sklearn,0,0.005,-15190.73290242909
0.72115016,0.9581883457608396,0.7673322809919868,1.8886871625849198,0.8235485311812446,umap,3,sklearn,1,0.005,-15190.732942979586
0.72115016,0.9581883457608396,0.7673322809919868,1.8886871625849198,0.8235485311812446,umap,3,sklearn,2,0.005,-15190.733155106711
0.72115016,0.9581883457608396,0.7673322809919868,1.8886871625849198,0.8235485311812446,umap,3,sklearn,0,0.001,-15190.710016308858
0.7059817,0.9505661419497377,0.7257304334027309,1.8416519179290387,0.8036311478875822,umap,3,sklearn,1,0.001,-15285.92797460851
0.72115016,0.9581883457608396,0.7673322809919868,1.8886871625849198,0.8235485311812446,umap,3,sklearn,2,0.001,-15190.709919943109
